"tf","focus_tf","regulon_size","statistic","score","size_expected","null_mean","null_sd","null_q95","obs","pct_of_null","p_empirical","z_vs_null"
"NEUROG3",FALSE,6,"Unsigned-regulon fgsea NES",0.71305291,0.587093795,NA,NA,NA,NA,NA,NA,NA
"SFPQ",FALSE,17,"Unsigned-regulon fgsea NES",0.680967166,1.13065617,NA,NA,NA,NA,NA,NA,NA
"NSD2",FALSE,6,"Unsigned-regulon fgsea NES",0.68092545,0.587093795,NA,NA,NA,NA,NA,NA,NA
"HOXB7",FALSE,8,"Unsigned-regulon fgsea NES",0.677409293,0.732469988,NA,NA,NA,NA,NA,NA,NA
"KDM5D",FALSE,6,"Unsigned-regulon fgsea NES",0.670768561,0.587093795,NA,NA,NA,NA,NA,NA,NA
"RARB",FALSE,23,"Unsigned-regulon fgsea NES",0.649326472,1.25915236,NA,NA,NA,NA,NA,NA,NA
"MTF2",FALSE,5,"Unsigned-regulon fgsea NES",0.606663206,0.495660499,NA,NA,NA,NA,NA,NA,NA
"HOXB1",FALSE,5,"Unsigned-regulon fgsea NES",0.57120978,0.495660499,NA,NA,NA,NA,NA,NA,NA
"ZBTB33",FALSE,7,"Unsigned-regulon fgsea NES",0.50616308,0.664806402,NA,NA,NA,NA,NA,NA,NA
"GATA5",FALSE,11,"Unsigned-regulon fgsea NES",-0.493492133,0.896792393,NA,NA,NA,NA,NA,NA,NA
"ATOH1",FALSE,5,"Unsigned-regulon fgsea NES",-0.50783454,0.495660499,NA,NA,NA,NA,NA,NA,NA
"NR2F6",FALSE,7,"Unsigned-regulon fgsea NES",-0.553052416,0.664806402,NA,NA,NA,NA,NA,NA,NA
"HOXC8",FALSE,9,"Unsigned-regulon fgsea NES",-0.563511738,0.792846085,NA,NA,NA,NA,NA,NA,NA
"ZNF331",FALSE,17,"Unsigned-regulon fgsea NES",-0.57527316,1.13065617,NA,NA,NA,NA,NA,NA,NA
"KDM5C",FALSE,9,"Unsigned-regulon fgsea NES",-0.601741625,0.792846085,NA,NA,NA,NA,NA,NA,NA
"MTA3",FALSE,8,"Unsigned-regulon fgsea NES",-0.602470301,0.732469988,NA,NA,NA,NA,NA,NA,NA
"DOT1L",FALSE,6,"Unsigned-regulon fgsea NES",-0.69294457,0.587093795,NA,NA,NA,NA,NA,NA,NA
"ETV3",FALSE,10,"Unsigned-regulon fgsea NES",-0.69316716,0.84720146,NA,NA,NA,NA,NA,NA,NA
"LMX1B",FALSE,10,"Unsigned-regulon fgsea NES",-0.693972909,0.84720146,NA,NA,NA,NA,NA,NA,NA
"KMT2A",FALSE,50,"Unsigned-regulon fgsea NES",-0.694523098,1.55154874,NA,NA,NA,NA,NA,NA,NA
"HOXA7",FALSE,9,"Unsigned-regulon fgsea NES",-0.698194672,0.792846085,NA,NA,NA,NA,NA,NA,NA
"SMARCA5",FALSE,6,"Unsigned-regulon fgsea NES",-0.70418158,0.587093795,NA,NA,NA,NA,NA,NA,NA
"ZNF236",FALSE,6,"Unsigned-regulon fgsea NES",-0.727724,0.587093795,NA,NA,NA,NA,NA,NA,NA
"YBX3",FALSE,19,"Unsigned-regulon fgsea NES",-0.736488546,1.18186848,NA,NA,NA,NA,NA,NA,NA
"ZHX2",FALSE,8,"Unsigned-regulon fgsea NES",-0.742692067,0.732469988,NA,NA,NA,NA,NA,NA,NA
"ZFPM1",FALSE,11,"Unsigned-regulon fgsea NES",-0.751718497,0.896792393,NA,NA,NA,NA,NA,NA,NA
"BACH2",FALSE,6,"Unsigned-regulon fgsea NES",-0.753503432,0.587093795,NA,NA,NA,NA,NA,NA,NA
"TEF",FALSE,8,"Unsigned-regulon fgsea NES",-0.770405141,0.732469988,NA,NA,NA,NA,NA,NA,NA
"ZFP42",FALSE,7,"Unsigned-regulon fgsea NES",-0.780333983,0.664806402,NA,NA,NA,NA,NA,NA,NA
"ZNF335",FALSE,5,"Unsigned-regulon fgsea NES",-0.788388869,0.495660499,NA,NA,NA,NA,NA,NA,NA
"JARID2",FALSE,10,"Unsigned-regulon fgsea NES",-0.794231222,0.84720146,NA,NA,NA,NA,NA,NA,NA
"MYBL1",FALSE,8,"Unsigned-regulon fgsea NES",-0.795852485,0.732469988,NA,NA,NA,NA,NA,NA,NA
"FOXH1",FALSE,8,"Unsigned-regulon fgsea NES",-0.803834306,0.732469988,NA,NA,NA,NA,NA,NA,NA
"HEY1",FALSE,15,"Unsigned-regulon fgsea NES",-0.810250695,1.0634035,NA,NA,NA,NA,NA,NA,NA
"NFE2L1",FALSE,7,"Unsigned-regulon fgsea NES",-0.821112119,0.664806402,NA,NA,NA,NA,NA,NA,NA
"ARID5B",FALSE,7,"Unsigned-regulon fgsea NES",-0.836035153,0.664806402,NA,NA,NA,NA,NA,NA,NA
"PURA",FALSE,14,"Unsigned-regulon fgsea NES",-0.847153812,1.02570066,NA,NA,NA,NA,NA,NA,NA
"CRX",FALSE,11,"Unsigned-regulon fgsea NES",-0.848086845,0.896792393,NA,NA,NA,NA,NA,NA,NA
"DBP",FALSE,15,"Unsigned-regulon fgsea NES",-0.848786392,1.0634035,NA,NA,NA,NA,NA,NA,NA
"BCL11A",FALSE,5,"Unsigned-regulon fgsea NES",-0.849266005,0.495660499,NA,NA,NA,NA,NA,NA,NA
"NR0B1",FALSE,24,"Unsigned-regulon fgsea NES",-0.849529719,1.27626482,NA,NA,NA,NA,NA,NA,NA
"UBTF",FALSE,8,"Unsigned-regulon fgsea NES",-0.858069964,0.732469988,NA,NA,NA,NA,NA,NA,NA
"FOXE1",FALSE,7,"Unsigned-regulon fgsea NES",-0.866150943,0.664806402,NA,NA,NA,NA,NA,NA,NA
"KLF11",FALSE,11,"Unsigned-regulon fgsea NES",-0.911494574,0.896792393,NA,NA,NA,NA,NA,NA,NA
"KMT2B",FALSE,11,"Unsigned-regulon fgsea NES",-0.915193104,0.896792393,NA,NA,NA,NA,NA,NA,NA
"DLX5",FALSE,8,"Unsigned-regulon fgsea NES",-0.95507137,0.732469988,NA,NA,NA,NA,NA,NA,NA
"HHEX",FALSE,17,"Unsigned-regulon fgsea NES",-0.955088379,1.13065617,NA,NA,NA,NA,NA,NA,NA
"ERF",FALSE,12,"Unsigned-regulon fgsea NES",-0.95990382,0.942689893,NA,NA,NA,NA,NA,NA,NA
"MNT",FALSE,7,"Unsigned-regulon fgsea NES",-0.973693533,0.664806402,NA,NA,NA,NA,NA,NA,NA
"HNF1A",FALSE,49,"Unsigned-regulon fgsea NES",-0.977428884,1.54591683,NA,NA,NA,NA,NA,NA,NA
"FGF2",FALSE,5,"Unsigned-regulon fgsea NES",-0.984640026,0.495660499,NA,NA,NA,NA,NA,NA,NA
"KAT6A",FALSE,8,"Unsigned-regulon fgsea NES",-0.987221374,0.732469988,NA,NA,NA,NA,NA,NA,NA
"ARID4B",FALSE,6,"Unsigned-regulon fgsea NES",-0.988324176,0.587093795,NA,NA,NA,NA,NA,NA,NA
"NR2E3",FALSE,5,"Unsigned-regulon fgsea NES",-0.995124622,0.495660499,NA,NA,NA,NA,NA,NA,NA
"E2F5",FALSE,9,"Unsigned-regulon fgsea NES",-0.998528625,0.792846085,NA,NA,NA,NA,NA,NA,NA
"POU3F2",FALSE,12,"Unsigned-regulon fgsea NES",-1.01026461,0.942689893,NA,NA,NA,NA,NA,NA,NA
"IRX1",FALSE,6,"Unsigned-regulon fgsea NES",-1.03309231,0.587093795,NA,NA,NA,NA,NA,NA,NA
"GRHL3",FALSE,15,"Unsigned-regulon fgsea NES",-1.05006967,1.0634035,NA,NA,NA,NA,NA,NA,NA
"PAX2",FALSE,9,"Unsigned-regulon fgsea NES",-1.05474648,0.792846085,NA,NA,NA,NA,NA,NA,NA
"ZBTB4",FALSE,10,"Unsigned-regulon fgsea NES",-1.05522411,0.84720146,NA,NA,NA,NA,NA,NA,NA
"SATB2",FALSE,15,"Unsigned-regulon fgsea NES",-1.0573018,1.0634035,NA,NA,NA,NA,NA,NA,NA
"PITX1",FALSE,15,"Unsigned-regulon fgsea NES",-1.05731812,1.0634035,NA,NA,NA,NA,NA,NA,NA
"GRHL2",FALSE,5,"Unsigned-regulon fgsea NES",-1.07308917,0.495660499,NA,NA,NA,NA,NA,NA,NA
"ZBED1",FALSE,17,"Unsigned-regulon fgsea NES",-1.07446594,1.13065617,NA,NA,NA,NA,NA,NA,NA
"HOXB13",FALSE,7,"Unsigned-regulon fgsea NES",-1.09036925,0.664806402,NA,NA,NA,NA,NA,NA,NA
"NR6A1",FALSE,5,"Unsigned-regulon fgsea NES",-1.11371197,0.495660499,NA,NA,NA,NA,NA,NA,NA
"PATZ1",FALSE,9,"Unsigned-regulon fgsea NES",-1.15713607,0.792846085,NA,NA,NA,NA,NA,NA,NA
"HOXA5",FALSE,5,"Unsigned-regulon fgsea NES",-1.18733911,0.495660499,NA,NA,NA,NA,NA,NA,NA
"BCLAF1",FALSE,6,"Unsigned-regulon fgsea NES",-1.1884501,0.587093795,NA,NA,NA,NA,NA,NA,NA
"LMO2",FALSE,19,"Unsigned-regulon fgsea NES",-1.21243621,1.18186848,NA,NA,NA,NA,NA,NA,NA
"FOXP1",FALSE,11,"Unsigned-regulon fgsea NES",-1.21968017,0.896792393,NA,NA,NA,NA,NA,NA,NA
"TFCP2",FALSE,44,"Unsigned-regulon fgsea NES",-1.24101616,1.51384072,NA,NA,NA,NA,NA,NA,NA
"KLF3",FALSE,7,"Unsigned-regulon fgsea NES",-1.24472075,0.664806402,NA,NA,NA,NA,NA,NA,NA
"DAXX",FALSE,5,"Unsigned-regulon fgsea NES",-1.26029161,0.495660499,NA,NA,NA,NA,NA,NA,NA
"ARID4A",FALSE,6,"Unsigned-regulon fgsea NES",-1.29267957,0.587093795,NA,NA,NA,NA,NA,NA,NA
"MEIS2",FALSE,5,"Unsigned-regulon fgsea NES",-1.29946776,0.495660499,NA,NA,NA,NA,NA,NA,NA
"PIN1",FALSE,5,"Unsigned-regulon fgsea NES",-1.32050466,0.495660499,NA,NA,NA,NA,NA,NA,NA
"TFDP2",FALSE,5,"Unsigned-regulon fgsea NES",-1.3348467,0.495660499,NA,NA,NA,NA,NA,NA,NA
"HEY2",FALSE,7,"Unsigned-regulon fgsea NES",-1.36052206,0.664806402,NA,NA,NA,NA,NA,NA,NA
"FOXI1",FALSE,6,"Unsigned-regulon fgsea NES",-1.4019903,0.587093795,NA,NA,NA,NA,NA,NA,NA
"HDAC9",FALSE,15,"Unsigned-regulon fgsea NES",-1.43992436,1.0634035,NA,NA,NA,NA,NA,NA,NA
"ZBTB14",FALSE,6,"Unsigned-regulon fgsea NES",-1.45198413,0.587093795,NA,NA,NA,NA,NA,NA,NA
"WWTR1",FALSE,6,"Unsigned-regulon fgsea NES",-1.47352808,0.587093795,NA,NA,NA,NA,NA,NA,NA
"HIVEP1",FALSE,5,"Unsigned-regulon fgsea NES",-1.49333723,0.495660499,NA,NA,NA,NA,NA,NA,NA
"ID4",FALSE,5,"Unsigned-regulon fgsea NES",-1.65588999,0.495660499,NA,NA,NA,NA,NA,NA,NA
"MXI1",FALSE,7,"Unsigned-regulon fgsea NES",-1.69401191,0.664806402,NA,NA,NA,NA,NA,NA,NA
"CTCFL",FALSE,6,"Unsigned-regulon fgsea NES",-1.79335119,0.587093795,NA,NA,NA,NA,NA,NA,NA
